title                         , comment                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , sentiment, genre        , overall rating, ratings  , categories                                                                                                                           , confidence
Among Us                      , this is a very good game because it has imposters who have to convience others that they are not the imposters. They have lots of varites of crewmate and imposters                                                                                                                                                                                                                                                                                                                                                          , POSITIVE , Action       ,      3.8781695,  13467714, "Strategy, Asymmetrical battle arena, Multiplayer, Competitive multiplayer, Stylized, Assassin, Fantasy, Sci-fi fantasy"             , 0.999
Among Us                      , the new roles and in the hide-and-seek mode                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , NEGATIVE , Action       ,      3.8781695,  13467714, "Strategy, Asymmetrical battle arena, Multiplayer, Competitive multiplayer, Stylized, Assassin, Fantasy, Sci-fi fantasy"             , 0.922
Among Us                      , "playing for 6 years, why does the screen go black sometimes when starting a gamw"                                                                                                                                                                                                                                                                                                                                                                                                                                           , NEGATIVE , Action       ,      3.8781695,  13467714, "Strategy, Asymmetrical battle arena, Multiplayer, Competitive multiplayer, Stylized, Assassin, Fantasy, Sci-fi fantasy"             , 0.999
Among Us                      , It was so fetraizeler C02 gas ⛽ and me and I have been player is not working in the same time and it is a good 👍 and I am going through a lot ☺️ I 🙏 to do the Mahoraga and I have been player is required and handle when we are you will get back                                                                                                                                                                                                                                                                         , NEGATIVE , Action       ,      3.8781695,  13467714, "Strategy, Asymmetrical battle arena, Multiplayer, Competitive multiplayer, Stylized, Assassin, Fantasy, Sci-fi fantasy"             , 0.969
Among Us                      , 𝚜𝚘 𝚏𝚞𝚗 𝚝𝚘 𝚙𝚕𝚊𝚢 . 𝙸 𝚜𝚘𝚖𝚎𝚝𝚒𝚖𝚎𝚜 𝚙𝚕𝚊𝚢 𝚒𝚝 𝚠𝚒𝚝𝚑 𝚖𝚢 𝚋𝚛𝚘𝚝𝚑𝚎𝚛 𝚊𝚗𝚍 𝚑𝚒𝚜 𝚏𝚛𝚒𝚎𝚗𝚍𝚜 𝙸 𝚕𝚘𝚟𝚎 𝚑𝚒𝚍𝚎 𝚗 𝚜𝚎𝚎𝚔 𝚘𝚗 𝚒𝚝                                                                                                                                                                                                                                                                                                                                                         , NEGATIVE , Action       ,      3.8781695,  13467714, "Strategy, Asymmetrical battle arena, Multiplayer, Competitive multiplayer, Stylized, Assassin, Fantasy, Sci-fi fantasy"             , 0.963
Among Us                      , "it's a very cool game, please add a terrorist role, they get a role to kill at the start of the game except for normal crewmates, they may get to kill an impostor, engineer, scientist or any other role, they should kill one of them in the game, they stick a bomb to someone and the person who gets a bomb stuck to them get a 3 seconds mini game, if they don't defuse the bomb they will explode and everyone will notice with a screen shake, if terrorist kills someone they win,there's 50%chance for it"       , POSITIVE , Action       ,      3.8781695,  13467714, "Strategy, Asymmetrical battle arena, Multiplayer, Competitive multiplayer, Stylized, Assassin, Fantasy, Sci-fi fantasy"             , 0.968
Among Us                      , it's a good game                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , POSITIVE , Action       ,      3.8781695,  13467714, "Strategy, Asymmetrical battle arena, Multiplayer, Competitive multiplayer, Stylized, Assassin, Fantasy, Sci-fi fantasy"             , 1.0
Among Us                      , Honestly I like how the animation and a graphic game that has but I wish they would have a microphone so that it's easier to speak then chat who's the imposter.                                                                                                                                                                                                                                                                                                                                                             , NEGATIVE , Action       ,      3.8781695,  13467714, "Strategy, Asymmetrical battle arena, Multiplayer, Competitive multiplayer, Stylized, Assassin, Fantasy, Sci-fi fantasy"             , 0.991
Among Us                      , this game is good but I everytime find hackers in game and there is very chance of being imposters I want to tell you that you would find hackers 60%of the times you this game.                                                                                                                                                                                                                                                                                                                                             , NEGATIVE , Action       ,      3.8781695,  13467714, "Strategy, Asymmetrical battle arena, Multiplayer, Competitive multiplayer, Stylized, Assassin, Fantasy, Sci-fi fantasy"             , 0.961
Among Us                      , if u solve the black screen glitch i will put 5 star rate                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , NEGATIVE , Action       ,      3.8781695,  13467714, "Strategy, Asymmetrical battle arena, Multiplayer, Competitive multiplayer, Stylized, Assassin, Fantasy, Sci-fi fantasy"             , 0.996
Among Us                      , best game just the data is more used                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , NEGATIVE , Action       ,      3.8781695,  13467714, "Strategy, Asymmetrical battle arena, Multiplayer, Competitive multiplayer, Stylized, Assassin, Fantasy, Sci-fi fantasy"             , 0.991
Among Us                      , it's so cool I love it so much it doesn't have ads and it's so easy to make so many beans❤                                                                                                                                                                                                                                                                                                                                                                                                                                   , POSITIVE , Action       ,      3.8781695,  13467714, "Strategy, Asymmetrical battle arena, Multiplayer, Competitive multiplayer, Stylized, Assassin, Fantasy, Sci-fi fantasy"             , 1.0
Among Us                      , "overall really fun! i haven't played in a year or 2 so I'm coming back, the new roles sound so cool although they are kinda confusing lol. I dislike the mushroom map though, it's really confusing and disorganised EDIT: Yeah, I've tried the new roles, they r fun!! i still dont like the mushroom map but thats ok!!!! still 10/10. ⭐⭐⭐⭐⭐"                                                                                                                                                                             , POSITIVE , Action       ,      3.8781695,  13467714, "Strategy, Asymmetrical battle arena, Multiplayer, Competitive multiplayer, Stylized, Assassin, Fantasy, Sci-fi fantasy"             , 0.999
Among Us                      , wow                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , POSITIVE , Action       ,      3.8781695,  13467714, "Strategy, Asymmetrical battle arena, Multiplayer, Competitive multiplayer, Stylized, Assassin, Fantasy, Sci-fi fantasy"             , 1.0
Among Us                      , "so good play for mobile ,pc and laptop"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , POSITIVE , Action       ,      3.8781695,  13467714, "Strategy, Asymmetrical battle arena, Multiplayer, Competitive multiplayer, Stylized, Assassin, Fantasy, Sci-fi fantasy"             , 1.0
Among Us                      , Really fun game to play with my friends and the chat functionality is dope.                                                                                                                                                                                                                                                                                                                                                                                                                                                  , POSITIVE , Action       ,      3.8781695,  13467714, "Strategy, Asymmetrical battle arena, Multiplayer, Competitive multiplayer, Stylized, Assassin, Fantasy, Sci-fi fantasy"             , 1.0
Among Us                      , Great game but there are sum bugs that needs to be fixed : 1st= Brown screen after someone leaves. Hopefully u fix it.                                                                                                                                                                                                                                                                                                                                                                                                       , NEGATIVE , Action       ,      3.8781695,  13467714, "Strategy, Asymmetrical battle arena, Multiplayer, Competitive multiplayer, Stylized, Assassin, Fantasy, Sci-fi fantasy"             , 0.999
Among Us                      , I LOVE THAT GAME FOREVER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , POSITIVE , Action       ,      3.8781695,  13467714, "Strategy, Asymmetrical battle arena, Multiplayer, Competitive multiplayer, Stylized, Assassin, Fantasy, Sci-fi fantasy"             , 1.0
Among Us                      , "Despite the game being awesome, i found a issue.. its these hackers. like they teleport to random places with Literial crewmates there and kill them thinkin their sneaky 😑. like bro your ruining the fun and literially exposing yourself as an impostor. like man WE CAN SEE YOU. And if you accuse them they can sometimes KILL YOU WHILE YOUR VOTING. Like i know you can move and all but that is just savage as hell. but i think its normal to see this, im a beginner so i think its normal. but still 4"         , NEGATIVE , Action       ,      3.8781695,  13467714, "Strategy, Asymmetrical battle arena, Multiplayer, Competitive multiplayer, Stylized, Assassin, Fantasy, Sci-fi fantasy"             , 0.996
Among Us                      , this is very interesting game👌👌👌                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , POSITIVE , Action       ,      3.8781695,  13467714, "Strategy, Asymmetrical battle arena, Multiplayer, Competitive multiplayer, Stylized, Assassin, Fantasy, Sci-fi fantasy"             , 1.0
Clash of Clans                , 😲😲😲                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , NEGATIVE , Strategy     ,      4.4893103,  61715361, "Strategy, Build & battle, Casual, Single player, Multiplayer, Stylized, Cartoon, Civilization, Evolution, Fantasy, Urban fantasy"   , 0.6970000000000001
Clash of Clans                , cool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , POSITIVE , Strategy     ,      4.4893103,  61715361, "Strategy, Build & battle, Casual, Single player, Multiplayer, Stylized, Cartoon, Civilization, Evolution, Fantasy, Urban fantasy"   , 1.0
Clash of Clans                , Old is gold                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , NEGATIVE , Strategy     ,      4.4893103,  61715361, "Strategy, Build & battle, Casual, Single player, Multiplayer, Stylized, Cartoon, Civilization, Evolution, Fantasy, Urban fantasy"   , 0.929
Clash of Clans                , Loved it                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , POSITIVE , Strategy     ,      4.4893103,  61715361, "Strategy, Build & battle, Casual, Single player, Multiplayer, Stylized, Cartoon, Civilization, Evolution, Fantasy, Urban fantasy"   , 1.0
Clash of Clans                , the game is so nice and good updates                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , POSITIVE , Strategy     ,      4.4893103,  61715361, "Strategy, Build & battle, Casual, Single player, Multiplayer, Stylized, Cartoon, Civilization, Evolution, Fantasy, Urban fantasy"   , 1.0
Clash of Clans                , whooo                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , POSITIVE , Strategy     ,      4.4893103,  61715361, "Strategy, Build & battle, Casual, Single player, Multiplayer, Stylized, Cartoon, Civilization, Evolution, Fantasy, Urban fantasy"   , 0.735
Clash of Clans                , very good                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , POSITIVE , Strategy     ,      4.4893103,  61715361, "Strategy, Build & battle, Casual, Single player, Multiplayer, Stylized, Cartoon, Civilization, Evolution, Fantasy, Urban fantasy"   , 1.0
Clash of Clans                , this game is so good 👍 I like it not that much pay to play and the events and collabs are fantastic 😀and updates are so much better I play this game everytime                                                                                                                                                                                                                                                                                                                                                             , POSITIVE , Strategy     ,      4.4893103,  61715361, "Strategy, Build & battle, Casual, Single player, Multiplayer, Stylized, Cartoon, Civilization, Evolution, Fantasy, Urban fantasy"   , 0.993
Clash of Clans                , very good game with cool graphics and fun gameplay                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , POSITIVE , Strategy     ,      4.4893103,  61715361, "Strategy, Build & battle, Casual, Single player, Multiplayer, Stylized, Cartoon, Civilization, Evolution, Fantasy, Urban fantasy"   , 1.0
Clash of Clans                , Zōr ōyin ōzlaringni imperiyalaringni 🪙👑 qurishlaringiz mumkin zerikmaysilar ayniqsa silarga hujum qilishganda✅                                                                                                                                                                                                                                                                                                                                                                                                             , NEGATIVE , Strategy     ,      4.4893103,  61715361, "Strategy, Build & battle, Casual, Single player, Multiplayer, Stylized, Cartoon, Civilization, Evolution, Fantasy, Urban fantasy"   , 0.974
Clash of Clans                , "Solid Game. Have been playing on and off since 2016. Kinda amazing how it held on the top for 13+ years. Honestly deserves 5 stars- except for the fact that day by day its becoming a nightmare for f2p players- Although the og players have grown up to spend money on games, the game has become advantaged to paying players. While skins and such is completely fine- locking a lot of advantage behind a paywall will cost in the near future. Please make the game more accessible for us,and fair as well"         , POSITIVE , Strategy     ,      4.4893103,  61715361, "Strategy, Build & battle, Casual, Single player, Multiplayer, Stylized, Cartoon, Civilization, Evolution, Fantasy, Urban fantasy"   , 0.996
Clash of Clans                , good game                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , POSITIVE , Strategy     ,      4.4893103,  61715361, "Strategy, Build & battle, Casual, Single player, Multiplayer, Stylized, Cartoon, Civilization, Evolution, Fantasy, Urban fantasy"   , 1.0
Clash of Clans                , very nice game                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , POSITIVE , Strategy     ,      4.4893103,  61715361, "Strategy, Build & battle, Casual, Single player, Multiplayer, Stylized, Cartoon, Civilization, Evolution, Fantasy, Urban fantasy"   , 1.0
Clash of Clans                , Very perfect game                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , POSITIVE , Strategy     ,      4.4893103,  61715361, "Strategy, Build & battle, Casual, Single player, Multiplayer, Stylized, Cartoon, Civilization, Evolution, Fantasy, Urban fantasy"   , 1.0
Clash of Clans                , COC game is very nice anda intelligent game new update is epic i like it. thank you                                                                                                                                                                                                                                                                                                                                                                                                                                          , POSITIVE , Strategy     ,      4.4893103,  61715361, "Strategy, Build & battle, Casual, Single player, Multiplayer, Stylized, Cartoon, Civilization, Evolution, Fantasy, Urban fantasy"   , 1.0
Clash of Clans                , nice 👍🏻                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , POSITIVE , Strategy     ,      4.4893103,  61715361, "Strategy, Build & battle, Casual, Single player, Multiplayer, Stylized, Cartoon, Civilization, Evolution, Fantasy, Urban fantasy"   , 1.0
Clash of Clans                , good                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , POSITIVE , Strategy     ,      4.4893103,  61715361, "Strategy, Build & battle, Casual, Single player, Multiplayer, Stylized, Cartoon, Civilization, Evolution, Fantasy, Urban fantasy"   , 1.0
Clash of Clans                , nothing more needs to be said Absolute Peak                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , NEGATIVE , Strategy     ,      4.4893103,  61715361, "Strategy, Build & battle, Casual, Single player, Multiplayer, Stylized, Cartoon, Civilization, Evolution, Fantasy, Urban fantasy"   , 0.9530000000000001
Clash of Clans                , good                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , POSITIVE , Strategy     ,      4.4893103,  61715361, "Strategy, Build & battle, Casual, Single player, Multiplayer, Stylized, Cartoon, Civilization, Evolution, Fantasy, Urban fantasy"   , 1.0
Clash of Clans                , Very fun                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , POSITIVE , Strategy     ,      4.4893103,  61715361, "Strategy, Build & battle, Casual, Single player, Multiplayer, Stylized, Cartoon, Civilization, Evolution, Fantasy, Urban fantasy"   , 1.0
Free Fire                     , 🤤                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , NEGATIVE , Action       ,      4.2179165, 123823355, "Action, Shooter, Tactical shooter, Multiplayer, Competitive multiplayer, Stylized, Battling, Weapons, Gun"                          , 0.6970000000000001
Free Fire                     , been playing this game for 4 year Best game everr                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , POSITIVE , Action       ,      4.2179165, 123823355, "Action, Shooter, Tactical shooter, Multiplayer, Competitive multiplayer, Stylized, Battling, Weapons, Gun"                          , 0.999
Free Fire                     , best game forever                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , POSITIVE , Action       ,      4.2179165, 123823355, "Action, Shooter, Tactical shooter, Multiplayer, Competitive multiplayer, Stylized, Battling, Weapons, Gun"                          , 1.0
Free Fire                     , game king                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , POSITIVE , Action       ,      4.2179165, 123823355, "Action, Shooter, Tactical shooter, Multiplayer, Competitive multiplayer, Stylized, Battling, Weapons, Gun"                          , 0.997
Free Fire                     , love you free fire                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , POSITIVE , Action       ,      4.2179165, 123823355, "Action, Shooter, Tactical shooter, Multiplayer, Competitive multiplayer, Stylized, Battling, Weapons, Gun"                          , 1.0
Free Fire                     , 😘😘                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , NEGATIVE , Action       ,      4.2179165, 123823355, "Action, Shooter, Tactical shooter, Multiplayer, Competitive multiplayer, Stylized, Battling, Weapons, Gun"                          , 0.6970000000000001
Free Fire                     , pq si y si tienen un problema PvP mancos                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , NEGATIVE , Action       ,      4.2179165, 123823355, "Action, Shooter, Tactical shooter, Multiplayer, Competitive multiplayer, Stylized, Battling, Weapons, Gun"                          , 0.899
Free Fire                     , boss                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , POSITIVE , Action       ,      4.2179165, 123823355, "Action, Shooter, Tactical shooter, Multiplayer, Competitive multiplayer, Stylized, Battling, Weapons, Gun"                          , 0.9520000000000001
Free Fire                     , good very nice                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , POSITIVE , Action       ,      4.2179165, 123823355, "Action, Shooter, Tactical shooter, Multiplayer, Competitive multiplayer, Stylized, Battling, Weapons, Gun"                          , 1.0
Free Fire                     , it is best game because of it graphics                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , POSITIVE , Action       ,      4.2179165, 123823355, "Action, Shooter, Tactical shooter, Multiplayer, Competitive multiplayer, Stylized, Battling, Weapons, Gun"                          , 1.0
Free Fire                     , please fix network problem for me.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , NEGATIVE , Action       ,      4.2179165, 123823355, "Action, Shooter, Tactical shooter, Multiplayer, Competitive multiplayer, Stylized, Battling, Weapons, Gun"                          , 0.998
Free Fire                     , Great game                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , POSITIVE , Action       ,      4.2179165, 123823355, "Action, Shooter, Tactical shooter, Multiplayer, Competitive multiplayer, Stylized, Battling, Weapons, Gun"                          , 1.0
Free Fire                     , i really love to play this game and play with friends smooth to play and doesn't lag but there is one problem sometimes it decreases my honor score by 3 or 4 times and that make me really angry if they can fix this please                                                                                                                                                                                                                                                                                                , NEGATIVE , Action       ,      4.2179165, 123823355, "Action, Shooter, Tactical shooter, Multiplayer, Competitive multiplayer, Stylized, Battling, Weapons, Gun"                          , 0.996
Free Fire                     , 😄😄😄                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , NEGATIVE , Action       ,      4.2179165, 123823355, "Action, Shooter, Tactical shooter, Multiplayer, Competitive multiplayer, Stylized, Battling, Weapons, Gun"                          , 0.6970000000000001
Free Fire                     , "Now,I can't play game with my GP sim card..."                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , NEGATIVE , Action       ,      4.2179165, 123823355, "Action, Shooter, Tactical shooter, Multiplayer, Competitive multiplayer, Stylized, Battling, Weapons, Gun"                          , 0.997
Free Fire                     , the best game                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , POSITIVE , Action       ,      4.2179165, 123823355, "Action, Shooter, Tactical shooter, Multiplayer, Competitive multiplayer, Stylized, Battling, Weapons, Gun"                          , 1.0
Free Fire                     , Nice game                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , POSITIVE , Action       ,      4.2179165, 123823355, "Action, Shooter, Tactical shooter, Multiplayer, Competitive multiplayer, Stylized, Battling, Weapons, Gun"                          , 1.0
Free Fire                     , My fvr 🎮 game 🎯.. and I playing this game of 5 years.. and this game is our emotions. this sentence just understand old player you know old player our ald peak.. in many items remove from the game. but peak and our many item is our emotions 🙏🏻 come back this..                                                                                                                                                                                                                                                     , NEGATIVE , Action       ,      4.2179165, 123823355, "Action, Shooter, Tactical shooter, Multiplayer, Competitive multiplayer, Stylized, Battling, Weapons, Gun"                          , 0.992
Free Fire                     , i like                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , POSITIVE , Action       ,      4.2179165, 123823355, "Action, Shooter, Tactical shooter, Multiplayer, Competitive multiplayer, Stylized, Battling, Weapons, Gun"                          , 1.0
Free Fire                     , amazing 😍😍😍                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , POSITIVE , Action       ,      4.2179165, 123823355, "Action, Shooter, Tactical shooter, Multiplayer, Competitive multiplayer, Stylized, Battling, Weapons, Gun"                          , 1.0
Mob Control                   , Bad captain kaboom but I choose bumblebee                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , NEGATIVE , Arcade       ,      4.164486 ,    683237, "Action, Casual, Hypercasual, Single player, Abstract, Stickman, Offline"                                                            , 0.996
